id,subSite,siteCode,siteName,typeSite,numberOfPeople,penaltyRate,workDate,workingPeople,,
6161,68LML0004,68LML0004,TAAP - งานสวน (โรงงาน 1),ชดแรงภายในวัน,3,370,30/6/2025,3,,
6162,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/1/2025,0,,
6163,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/2/2025,10,,
6164,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/3/2025,0,,
6165,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/4/2025,10,,
6166,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/5/2025,10,,
6167,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/6/2025,10,,
6168,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/7/2025,10,,
6169,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/8/2025,0,,
6170,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/9/2025,10,,
6171,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/10/2025,10,,
6172,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/11/2025,10,,
6173,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,6/12/2025,10,,
6174,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,13/6/2025,10,,
6175,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,14/6/2025,10,,
6176,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,15/6/2025,0,,
6177,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,16/6/2025,10,,
6178,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,17/6/2025,10,,
6179,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,18/6/2025,10,,
6180,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,19/6/2025,10,,
6181,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,20/6/2025,10,,
6182,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,21/6/2025,10,,
6183,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,22/6/2025,0,,
6184,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,23/6/2025,10,,
6185,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,24/6/2025,10,,
6186,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,25/6/2025,10,,
6187,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,26/6/2025,10,,
6188,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,27/6/2025,10,,
6189,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,28/6/2025,10,,
6190,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,29/6/2025,0,,
6191,67LML0014,67LML0014,บุญรอดบริวฯ - งานสวน,ชดแรงภายในวัน,10,500,30/6/2025,10,,
6192,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/1/2025,2,,
6193,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/2/2025,5,,
6194,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/3/2025,5,,
6195,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/4/2025,5,,
6196,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/5/2025,5,,
6197,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/6/2025,5,,
6198,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/7/2025,5,,
6199,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/8/2025,2,,
6200,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/9/2025,5,,
6201,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/10/2025,5,,
6202,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/11/2025,5,,
6203,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,6/12/2025,5,,
6204,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,13/6/2025,5,,
6205,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,14/6/2025,5,,
6206,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,15/6/2025,2,,
6207,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,16/6/2025,5,,
6208,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,17/6/2025,5,,
6209,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,18/6/2025,5,,
6210,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,19/6/2025,5,,
6211,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,20/6/2025,5,,
6212,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,21/6/2025,5,,
6213,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,22/6/2025,2,,
6214,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,23/6/2025,5,,
6215,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,24/6/2025,5,,
6216,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,25/6/2025,5,,
6217,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,26/6/2025,5,,
6218,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,27/6/2025,5,,
6219,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,28/6/2025,5,,
6220,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,29/6/2025,2,,
6221,66LML0004,66LML0004,RATCH (อา.นขฤ.ส่ง 2 คน),ชดแรงภายในวัน,5,500,30/6/2025,5,,
6222,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/1/2025,14,,
6223,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/2/2025,0,,
6224,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/3/2025,14,,
6225,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/4/2025,14,,
6226,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/5/2025,14,,
6227,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/6/2025,14,,
6228,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/7/2025,14,,
6229,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/8/2025,14,,
6230,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/9/2025,0,,
6231,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/10/2025,14,,
6232,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/11/2025,14,,
6233,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,6/12/2025,14,,
6234,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,13/6/2025,14,,
6235,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,14/6/2025,14,,
6236,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,15/6/2025,14,,
6237,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,16/6/2025,0,,
6238,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,17/6/2025,14,,
6239,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,18/6/2025,14,,
6240,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,19/6/2025,14,,
6241,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,20/6/2025,14,,
6242,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,21/6/2025,14,,
6243,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,22/6/2025,14,,
6244,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,23/6/2025,0,,
6245,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,24/6/2025,14,,
6246,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,25/6/2025,14,,
6247,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,26/6/2025,14,,
6248,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,27/6/2025,14,,
6249,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,28/6/2025,14,,
6250,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,29/6/2025,14,,
6251,66LML0025,66LML0025,ENCO - ป่าวังจันทร์,ชดแรงภายในวัน,14,1000,30/6/2025,0,,
6252,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/1/2025,65,,
6253,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/2/2025,65,,
6254,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/3/2025,65,,
6255,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/4/2025,65,,
6256,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/5/2025,65,,
6257,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/6/2025,65,,
6258,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/7/2025,65,,
6259,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/8/2025,65,,
6260,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/9/2025,65,,
6261,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/10/2025,65,,
6262,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/11/2025,65,,
6263,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,6/12/2025,65,,
6264,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,13/6/2025,65,,
6265,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,14/6/2025,65,,
6266,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,15/6/2025,65,,
6267,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,16/6/2025,65,,
6268,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,17/6/2025,65,,
6269,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,18/6/2025,65,,
6270,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,19/6/2025,65,,
6271,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,20/6/2025,65,,
6272,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,21/6/2025,65,,
6273,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,22/6/2025,65,,
6274,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,23/6/2025,65,,
6275,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,24/6/2025,65,,
6276,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,25/6/2025,65,,
6277,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,26/6/2025,65,,
6278,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,27/6/2025,65,,
6279,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,28/6/2025,65,,
6280,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,29/6/2025,65,,
6281,66LML0033,66LML0033,รพ.รามา,ชดแรงภายในวัน,65,1500,30/6/2025,65,,
6282,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/1/2025,73,,
6283,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/2/2025,73,,
6284,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/3/2025,73,,
6285,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/4/2025,73,,
6286,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/5/2025,73,,
6287,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/6/2025,73,,
6288,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/7/2025,0,,
6289,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/8/2025,73,,
6290,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/9/2025,73,,
6291,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/10/2025,73,,
6292,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/11/2025,73,,
6293,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,6/12/2025,73,,
6294,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,13/6/2025,73,,
6295,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,14/6/2025,0,,
6296,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,15/6/2025,73,,
6297,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,16/6/2025,73,,
6298,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,17/6/2025,73,,
6299,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,18/6/2025,73,,
6300,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,19/6/2025,73,,
6301,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,20/6/2025,73,,
6302,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,21/6/2025,0,,
6303,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,22/6/2025,73,,
6304,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,23/6/2025,73,,
6305,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,24/6/2025,73,,
6306,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,25/6/2025,73,,
6307,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,26/6/2025,73,,
6308,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,27/6/2025,73,,
6309,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,28/6/2025,0,,
6310,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,29/6/2025,73,,
6311,67LML0020_1,67LML0020,กทท.- สายกวาด,ชดแรงภายในวัน,73,600,30/6/2025,73,,
6312,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/1/2025,43,,
6313,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/2/2025,43,,
6314,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/3/2025,43,,
6315,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/4/2025,43,,
6316,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/5/2025,43,,
6317,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/6/2025,43,,
6318,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/7/2025,0,,
6319,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/8/2025,43,,
6320,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/9/2025,43,,
6321,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/10/2025,43,,
6322,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/11/2025,43,,
6323,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,6/12/2025,43,,
6324,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,13/6/2025,43,,
6325,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,14/6/2025,0,,
6326,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,15/6/2025,43,,
6327,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,16/6/2025,43,,
6328,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,17/6/2025,43,,
6329,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,18/6/2025,43,,
6330,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,19/6/2025,43,,
6331,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,20/6/2025,43,,
6332,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,21/6/2025,0,,
6333,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,22/6/2025,43,,
6334,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,23/6/2025,43,,
6335,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,24/6/2025,43,,
6336,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,25/6/2025,43,,
6337,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,26/6/2025,43,,
6338,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,27/6/2025,43,,
6339,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,28/6/2025,0,,
6340,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,29/6/2025,43,,
6341,67LML0020_2,67LML0020,กทท.- สายสวน,ชดแรงภายในวัน,43,600,30/6/2025,43,,
6342,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/1/2025,0,,
6343,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/2/2025,7,,
6344,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/3/2025,7,,
6345,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/4/2025,7,,
6346,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/5/2025,7,,
6347,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/6/2025,7,,
6348,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/7/2025,7,,
6349,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/8/2025,0,,
6350,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/9/2025,7,,
6351,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/10/2025,7,,
6352,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/11/2025,7,,
6353,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,6/12/2025,7,,
6354,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,13/6/2025,7,,
6355,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,14/6/2025,7,,
6356,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,15/6/2025,0,,
6357,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,16/6/2025,7,,
6358,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,17/6/2025,7,,
6359,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,18/6/2025,7,,
6360,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,19/6/2025,7,,
6361,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,20/6/2025,7,,
6362,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,21/6/2025,7,,
6363,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,22/6/2025,0,,
6364,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,23/6/2025,7,,
6365,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,24/6/2025,7,,
6366,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,25/6/2025,7,,
6367,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,26/6/2025,7,,
6368,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,27/6/2025,7,,
6369,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,28/6/2025,7,,
6370,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,29/6/2025,0,,
6371,67LML0005,67LML0005,ENCO - ORA,ชดแรงภายในวัน,7,1000,30/6/2025,7,,
6372,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/1/2025,9,,
6373,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/2/2025,9,,
6374,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/3/2025,9,,
6375,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/4/2025,9,,
6376,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/5/2025,9,,
6377,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/6/2025,9,,
6378,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/7/2025,9,,
6379,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/8/2025,9,,
6380,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/9/2025,9,,
6381,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/10/2025,9,,
6382,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/11/2025,9,,
6383,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,6/12/2025,9,,
6384,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,13/6/2025,9,,
6385,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,14/6/2025,9,,
6386,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,15/6/2025,9,,
6387,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,16/6/2025,9,,
6388,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,17/6/2025,9,,
6389,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,18/6/2025,9,,
6390,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,19/6/2025,9,,
6391,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,20/6/2025,9,,
6392,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,21/6/2025,9,,
6393,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,22/6/2025,9,,
6394,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,23/6/2025,9,,
6395,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,24/6/2025,9,,
6396,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,25/6/2025,9,,
6397,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,26/6/2025,9,,
6398,68LML0006,68LML0006,ENCO - ปตท.สนญ,ชดแรงภายในวัน,10,1000,27/6/2025,9,,
